[0.70177047 0.71050464]	[2.79786618 3.26326458]
[0.20566015 0.48075894]	[0.24101528 2.7365603 ]
[0.4344316  0.81951438]	[1.55454649 4.55367468]
[0.36678702 0.57426902]	[4.42727644 2.03194733]
[0.76425379 0.46939071]	[-0.02660853  4.24790506]
[0.90566576 0.86431857]	[2.95564432 6.83439697]
[0.58161852 0.32190148]	[1.41932237 1.5120259 ]
[0.97747619 0.33514181]	[2.55499273 4.2307906 ]
[0.24404536 0.70048611]	[2.3271584  3.85904183]
[0.14280149 0.12073007]	[0.5199142  1.84885739]
[0.30478583 0.53074904]	[1.84062396 3.81384791]
[0.81720583 0.67216011]	[-5.86773719e-03  6.33194831e+00]
[0.00581682 0.48094601]	[2.95605411 1.36777641]
[0.8255655  0.39697695]	[0.19582084 2.96863399]
[0.56437548 0.69880851]	[2.09861416 4.46061054]
[0.06384321 0.14922533]	[1.43539524 0.95742011]
[0.86856749 0.67068586]	[3.50492345 6.46725406]
[0.30719332 0.18083852]	[0.83051094 1.00373585]
[0.36713899 0.63224237]	[2.80000854 2.9758785 ]
[0.90824141 0.61545313]	[2.0792491 4.8948378]
[0.63263626 0.39229879]	[1.54943064 2.40820243]
[0.97084576 0.18647694]	[-0.12350979  4.58223412]
[0.03572206 0.08688795]	[-0.20166219  0.75970818]
[0.81694298 0.15740307]	[4.29826376 2.61165663]
[0.64029126 0.77626333]	[2.3108354  4.58687484]
[0.86237758 0.8064328 ]	[3.36550786 4.30014897]
[0.59713755 0.76229001]	[0.92084386 5.17428388]
[0.07284016 0.0474374 ]	[-0.54918577 -0.25052049]
[0.13445382 0.02040634]	[-0.21215106  0.9328592 ]
[0.10090176 0.78288567]	[1.58600348 3.73312137]
[0.18701479 0.22127263]	[0.79387673 1.50458535]
[0.93657562 0.70359644]	[2.99132358 5.3608454 ]
[0.76550247 0.50300693]	[1.31170467 5.14279906]
[0.55501922 0.55956339]	[0.85658301 2.30130586]
[0.59434683 0.72436802]	[2.5833389 5.2865847]
[0.07520888 0.78908546]	[1.6734638  3.30235674]
[0.01455446 0.60409703]	[-0.28296466  1.87943771]
[0.4529076 0.2129415]	[0.72220096 2.48755042]
[0.44830739 0.06489043]	[1.87769375 1.10298814]
[0.21120748 0.453426  ]	[2.76264317 3.40040563]
[0.60646593 0.70753603]	[0.55749989 3.6575086 ]
[0.27311958 0.85195113]	[2.21463478 4.40547619]
[0.6964938  0.50486303]	[0.61254838 3.60120138]
[0.82100297 0.05494688]	[0.19638732 1.91949218]
[0.73726419 0.50103471]	[2.1183521  4.27497188]
[0.38410393 0.47480077]	[0.83500605 3.86857242]
[0.27511929 0.53388836]	[2.38328856 3.32625262]
[0.97011513 0.5731517 ]	[2.28476356 4.19132279]
[0.31201463 0.96229217]	[2.90513901 4.32865628]
[0.00600213 0.96155501]	[1.68610371 2.08827697]
[0.07367308 0.53958122]	[ 2.33156553 -0.35452034]
[0.89744808 0.63802498]	[1.37788722 4.05957633]
[0.36703557 0.93138983]	[3.15287576 3.61426742]
[0.85613272 0.11821692]	[1.63757809 3.19596384]
[0.67515158 0.67946913]	[0.99994465 5.05605266]
[0.58996885 0.83315074]	[5.24555618 4.49190159]
[0.30080417 0.14181441]	[0.22563953 1.07728607]
[0.90573445 0.29657725]	[1.39743835 3.75111557]
[0.48119075 0.64923306]	[1.69135763 2.55793119]
[0.31908322 0.50869064]	[2.0867796  3.51268193]
[0.80802903 0.50157411]	[0.40814487 4.21840371]
[0.95647762 0.88026507]	[2.96222134 6.16376553]
[0.29503753 0.60792197]	[1.1029346  2.07400468]
[0.88625141 0.16689625]	[1.65839902 3.89537853]
[0.99967123 0.3650559 ]	[0.24977019 3.29616568]
[0.45800542 0.66384615]	[2.10586543 3.88805274]
[0.16360798 0.78079952]	[1.79410609 1.80463945]
[0.95697475 0.9104435 ]	[1.20237986 6.36025975]
[0.38780812 0.70202928]	[2.30526419 3.83811153]
[0.7110361  0.15855956]	[1.38449385 2.70831293]
[0.87412249 0.52997855]	[2.15135619 4.68784974]
[0.45139695 0.7496046 ]	[1.58694063 5.11704616]
[0.64092339 0.7731805 ]	[-0.23637189  5.13985378]
[0.82225086 0.83386552]	[2.79457596 7.49198742]
[0.08400092 0.36014118]	[-1.31591589  1.3362628 ]
[0.26829348 0.39453237]	[1.19226863 4.09499471]
[0.53165782 0.39486232]	[1.55240959 2.69546981]
[0.19848699 0.30204263]	[1.25539597 2.91977185]
[0.40502341 0.2288226 ]	[1.66323265 1.18684547]
[0.75314853 0.13182728]	[0.40669996 1.16727521]
[0.14589556 0.3691444 ]	[1.52500275 1.46652198]
[0.15304701 0.97781089]	[1.69752013 5.46688761]
[0.49736757 0.50989667]	[2.32610548 1.63939333]
[0.4465216  0.64929244]	[3.41149435 1.95043567]
[0.13235625 0.91286892]	[1.50575219 3.91101566]
[0.67304428 0.32025212]	[1.80747958 4.3948183 ]
[0.58509118 0.79527984]	[0.87202016 5.22264205]
[0.78707826 0.29630211]	[1.17438245 2.73747185]
[0.80149127 0.72491296]	[1.51628205 6.31431467]
[0.53210587 0.59826265]	[1.05676621 4.71678368]
[0.92542074 0.98265215]	[3.03478691 7.85553133]
[0.83666264 0.28842441]	[2.01311696 3.72766915]
[0.20156022 0.25321151]	[1.41477383 2.01976118]
[0.97959301 0.82109639]	[3.81474242 5.59524992]
[0.57929341 0.50822704]	[2.53441926 3.23608636]
[0.81000987 0.57099841]	[3.58216203 4.1296545 ]
[0.4749265  0.90321891]	[2.38391439 3.49200149]
[0.47971263 0.83824145]	[0.36393701 4.64698885]
[0.05098754 0.85462193]	[2.74997548 4.34019316]
[0.07784157 0.3086432 ]	[-0.2751053   0.94016424]
[0.44512886 0.36218498]	[0.59407172 0.72206261]
[0.43147844 0.13200544]	[1.79182147 3.54463567]
[0.12211008 0.2890846 ]	[0.42668256 2.41870394]
[0.8098059 0.2318532]	[3.04295207 4.936525  ]
[0.40388132 0.13481064]	[0.51206512 1.24913845]
[0.63916849 0.96202402]	[1.57994251 5.42775264]
[0.86904797 0.82330388]	[2.56448325 6.20764142]
[0.90418465 0.63201472]	[1.23205784 4.72460614]
[0.79463709 0.78502766]	[1.27681509 5.65777009]
[0.26201705 0.62447797]	[1.85951637 3.69403718]
[0.87637925 0.99802761]	[3.22100341 6.60034023]
[0.19354374 0.97448227]	[0.91836029 5.69944503]
[0.6500191  0.14786534]	[0.5034125  2.78751422]
[0.30079209 0.4137964 ]	[1.3484255  2.81814611]
[0.43085513 0.93717491]	[3.26995128 6.11582652]
[0.7417472 0.4118312]	[1.68767573 3.78081457]
[0.97831068 0.51841752]	[3.23014005 5.55089833]
[0.9410944  0.67310509]	[-0.6788925  6.962627 ]
[0.52740581 0.89558827]	[1.80460996 5.06156925]
[0.78240455 0.91929539]	[3.85568828 4.45606613]
[0.84693067 0.93669911]	[1.4134329 6.3413787]
[0.94187717 0.62928994]	[2.46346303 5.91005227]
[0.39210929 0.7418217 ]	[2.87164805 3.42801116]
[0.62887084 0.18375231]	[1.43064635 2.98833581]
[0.27102434 0.18271182]	[0.95273764 0.61306091]
[0.02023362 0.95768429]	[3.83480569 4.46285128]
[0.76741284 0.19962962]	[-0.24306529  3.3251591 ]
[0.18025037 0.6145161 ]	[2.26609279 2.22158467]
[0.66399301 0.29729787]	[1.85546598 4.50338353]
[0.28250255 0.25647126]	[1.72826557 2.17796995]
[0.60160931 0.23703264]	[1.62821648 3.2555066 ]
[0.02680241 0.87215944]	[2.75000947 3.21337839]
[0.71864867 0.79339707]	[0.04412137 4.30082876]
[0.38665185 0.1296912 ]	[0.27968284 1.10030396]
[0.62049365 0.48360605]	[2.51374782 3.16172209]
[0.81772119 0.55106642]	[2.19064635 5.01287613]
[0.2274639  0.96244558]	[2.54115731 5.17822451]
[0.36860581 0.23613562]	[2.03659636 1.60799469]
[0.48150029 0.55055705]	[3.149185  3.8443663]
[0.08101617 0.89701402]	[2.23188954 2.07714364]
[0.82343608 0.3071564 ]	[0.61257239 3.33599116]
[0.43175642 0.85802685]	[1.46219457 5.34695781]
[0.69982824 0.28621173]	[1.63293331 2.90997189]
[0.53502065 0.05156601]	[0.86843847 3.52380079]
[0.17135323 0.1346761 ]	[-0.27731078  1.23483331]
[0.98092029 0.59192443]	[2.29432543 5.58714304]
[0.58862324 0.46383991]	[3.26953898 3.00857648]
[0.448404  0.1076315]	[0.60216636 1.57836243]
[0.45419864 0.48155902]	[1.18828474 2.85265959]
[0.00634437 0.57631746]	[-0.84575091  3.34653383]
[0.50019562 0.89217071]	[1.53281366 6.18456379]
[0.89983571 0.01248839]	[1.9510655 2.7695745]
[0.50282542 0.66308998]	[4.1208559  3.11447243]
[0.32721643 0.55326045]	[0.21401183 2.80043882]
[0.59678676 0.17562837]	[2.46199105 1.94854793]
[0.05840771 0.44642745]	[2.1696156  2.14721547]
[0.60133155 0.22213831]	[0.19253017 3.32788659]
[0.00678901 0.17162042]	[-0.31555959  1.33367862]
[0.11744284 0.84209211]	[1.89518645 4.18833146]
[0.8274544  0.11038208]	[2.94644279 1.72449877]
[0.87970238 0.15745464]	[0.60804417 3.35086744]
[0.0914321  0.19151945]	[ 1.24477317 -0.10025533]
[0.20567348 0.85685837]	[1.67903255 5.84876773]
[0.03741095 0.42152435]	[0.26713094 1.66328728]
[0.97033691 0.12499682]	[2.79185518 3.86043549]
[0.6919949  0.60097697]	[0.67117479 6.54031428]
[0.28345869 0.41228449]	[2.00242524 1.4207826 ]
[0.40231292 0.66354324]	[2.85356618 3.39692157]
[0.97578645 0.30029899]	[1.14794647 3.48076691]
[0.53000188 0.15102542]	[-0.55676758  1.86743675]
[0.87191224 0.20488676]	[0.9971169 4.00332  ]
[0.69342514 0.61986602]	[1.63013631 4.23028696]
[0.89461805 0.47437212]	[4.0450434  5.61325795]
[0.17756879 0.59376731]	[-0.03290592  2.13113376]
[0.64877154 0.40656421]	[1.88616662 4.14291091]
[0.77937425 0.18399341]	[0.45662221 2.49576926]
[0.00959212 0.47172146]	[0.14485374 0.53764811]
[0.73863449 0.85068926]	[3.7697843  3.11621128]
[0.10069743 0.23282039]	[1.77405555 0.17497522]
[0.6076956  0.48614418]	[2.9514718  4.89392151]
[0.07155217 0.07834108]	[ 0.32036534 -0.27780414]
[0.13130483 0.13482035]	[0.88421151 0.6501245 ]
[0.44981297 0.1535605 ]	[1.08601683 0.29614958]
[0.62456886 0.55463506]	[3.10813145 4.30250396]
[0.19636592 0.64152584]	[1.29997991 3.43802439]
[0.93192862 0.39994603]	[0.15750869 3.10983286]
[0.9073359  0.91783152]	[2.21819324 3.75043626]
[0.15143994 0.18926205]	[1.4981641  1.57455651]
[0.51738143 0.35389408]	[1.01712645 4.43510977]
[0.50303121 0.36970402]	[1.31574794 1.67281056]
[0.46289313 0.67726986]	[1.08299458 4.46997258]
[0.50764189 0.76432708]	[1.98034224 5.85794337]
[0.90857563 0.62678871]	[2.82380542 4.69919014]
[0.58380216 0.23260381]	[0.9008174  3.26619681]
[0.80168502 0.79962083]	[2.29144884 6.0273571 ]
[0.55763852 0.56055452]	[2.65632637 3.56324971]
[0.83587584 0.06021004]	[0.90437926 2.06983034]
[0.7878028  0.68677755]	[1.81556389 5.33799665]
[0.17924483 0.54664446]	[1.99438021 1.3343806 ]
[0.36479634 0.14940469]	[-0.26526196  2.72576906]
[0.33603744 0.80293508]	[3.12919721 6.07544011]
[0.0802312  0.24993171]	[-0.28701037  1.56908838]
[0.1886231  0.16377766]	[1.02300176 3.46129236]
[0.56218446 0.7909453 ]	[2.55904929 4.74544611]
[0.01030402 0.46593479]	[2.31084525 2.47241272]
[0.23224554 0.34521079]	[0.51135839 2.66142234]
[0.85291483 0.24713093]	[1.29519812 4.93252537]
[0.40645732 0.41060073]	[0.60946433 1.97150318]
[0.84995222 0.69844505]	[2.40740401 6.02583857]
[0.46477037 0.06536008]	[-0.67218332  2.22102065]
[0.59790962 0.19230551]	[2.21888927 2.5508356 ]
[0.34466404 0.17390071]	[0.80507362 2.09218901]
[0.87590435 0.0474593 ]	[0.7655978  4.49706652]
[0.16337771 0.72023421]	[1.1814435  3.62859207]
[0.40894721 0.71399531]	[0.70155475 4.3880819 ]
[0.73393609 0.41477263]	[2.24690578 3.82541535]
[0.99855734 0.90738108]	[2.88184771 5.86027712]
[0.9541414  0.05004134]	[-0.28165888  3.67349004]
[0.11747374 0.77225167]	[2.24475629 5.14088809]
[0.63067513 0.05038301]	[0.13052722 0.93643929]
[0.60562452 0.00364809]	[1.19366948 2.89981362]
[0.49433847 0.08444238]	[-0.44455004  0.87980715]
[0.6624106  0.01444414]	[0.62570533 1.25283114]
[0.5404619  0.31148304]	[0.37545888 3.25909777]
[0.83913388 0.90503978]	[1.93772936 5.61560723]
[0.57178941 0.24818365]	[0.50268981 2.08380956]
[0.03403698 0.12992206]	[0.00528228 0.6482363 ]
[0.24901163 0.9513413 ]	[3.58478035 5.97723428]
[0.61683661 0.23613363]	[1.04924187 3.64054525]
[0.55658808 0.19406395]	[0.76124413 3.06484712]
[0.9868536  0.38827617]	[0.54018243 5.17093128]
[0.94716106 0.64807846]	[3.15571206 4.24347381]
[0.84637064 0.36928547]	[1.01622355 5.14883401]
[0.12937332 0.02158757]	[-2.82639340e-04 -7.73820232e-01]
[0.19682585 0.51485114]	[1.93633159 2.24826037]
[0.57504471 0.26592573]	[1.0815735 2.6350924]
[0.19889377 0.31134219]	[2.22127398 2.53314035]
[0.09873267 0.81096886]	[1.65353008 3.3787445 ]
[0.74112005 0.73346888]	[2.66742772 4.90467472]
[0.54707514 0.69902326]	[2.40971382 4.65559729]
[0.4961857  0.25561296]	[2.58692368 3.81528544]
[0.47283072 0.85160797]	[1.70726693 5.48265922]
[0.33653032 0.84960805]	[0.58400344 5.08302893]
[0.03034784 0.01235783]	[0.56706943 0.80509688]
[0.78604777 0.9871509 ]	[2.21309667 7.72203391]
[0.43114399 0.57272538]	[1.12865053 2.81157973]
[0.82629122 0.15617801]	[1.0990821  3.77005667]
[0.07660266 0.8172219 ]	[2.12311898 0.5779508 ]
[0.17764342 0.62757379]	[0.81262617 4.56402991]
[0.31869606 0.70022712]	[1.04778894 3.89014035]
[0.73593599 0.20354398]	[2.18721362 3.27966064]
[0.46410735 0.23238918]	[0.47088821 1.8461376 ]
[0.62149873 0.26237281]	[0.19252225 4.28078048]
[0.23495548 0.97278867]	[2.77211414 4.06126417]
[0.5796932  0.48446346]	[2.354366   2.71690997]
[0.59514494 0.45385355]	[-0.2653377   4.54596456]
[0.6855515  0.31159491]	[0.68928368 4.95418669]
[0.89572438 0.06362114]	[0.74344537 4.33152484]
[0.28415448 0.60119652]	[3.17047833 1.29205225]
[0.10577206 0.79189119]	[1.43332984 3.18842409]
[0.77126398 0.84769365]	[2.92095315 5.96186895]
[0.58781256 0.98577871]	[1.7456922  8.14314889]
[0.17368614 0.93767633]	[0.77870662 3.35295985]
[0.96065862 0.9445775 ]	[2.32333655 6.864511  ]
[0.51176309 0.51071991]	[2.30805383 4.17489731]
[0.62896158 0.42367277]	[1.57142779 3.09938443]
[0.73081102 0.18737666]	[0.81100754 2.89379944]
[0.29723065 0.81719116]	[3.8808314  6.38772901]
[0.15899545 0.43450789]	[1.65363777 2.33629825]
[0.366061   0.01874947]	[-0.18709758  1.79975711]
[0.4443703 0.9534727]	[3.08360023 6.06725931]
[0.13279607 0.71934651]	[1.63814725 4.10406013]
[0.77225793 0.76166257]	[2.98533506 6.7692432 ]
[0.43343942 0.00777577]	[0.3359539  2.70332586]
[0.95313606 0.8526309 ]	[2.96949156 8.01251712]
[0.97164811 0.94594462]	[4.50007203 5.37148884]
[0.83853132 0.25968238]	[2.30250103 2.4489733 ]
[0.38260422 0.76799803]	[2.79885836 5.98606075]
[0.98039891 0.22364094]	[1.29693127 2.50025231]
[0.56267378 0.30096781]	[1.44808822 3.70102437]
[0.72039319 0.92505539]	[2.41732842 7.53842135]
[0.49991883 0.82791411]	[1.98166994 6.06235249]
[0.84946771 0.68706393]	[1.8344857  5.98583745]
[0.98570393 0.40705621]	[1.35055137 3.16449609]
[0.06654148 0.46059262]	[0.79375801 3.02634491]
[0.26870371 0.17706813]	[0.04921916 1.88729138]
[0.65031201 0.95183074]	[3.9940759  6.76632736]
[0.48284491 0.19212002]	[2.48845111 2.0063808 ]
[0.26083418 0.52664661]	[0.91117105 1.26317039]
[0.14571367 0.32915308]	[1.64791875 1.49479657]
[0.19335147 0.87437471]	[1.75071623 3.57680551]
[0.7190999  0.39425948]	[2.68477302 3.71310001]
[0.40797988 0.83687356]	[0.57036024 3.40224795]
[0.62420152 0.29551293]	[3.39178311 4.47506639]
[0.86068276 0.89095658]	[3.04628321 5.92069985]
[0.06236374 0.73340746]	[2.51814887 2.24568677]
[0.0720669  0.13250946]	[-1.80854781  0.16865175]
[0.6374186 0.5925772]	[1.44406268 5.29103695]
[0.23877088 0.84625262]	[-0.19803587  4.43165526]
[0.53605489 0.65817535]	[2.02526183 3.58036552]
[0.80974663 0.92299819]	[2.01264841 5.49215612]
[0.71303854 0.90104477]	[2.44675328 5.10534581]
[0.35290622 0.23989653]	[0.95094457 3.03055562]
[0.0071864 0.2472707]	[0.71336557 0.58390508]
[0.46313269 0.77790593]	[1.29646766 3.53877534]
[0.6215481  0.61767108]	[1.35816798 5.40640174]
[0.8914347 0.1085824]	[2.79268973 3.01075364]
[0.4765775  0.38586885]	[-1.02592352  3.81973202]
[0.20402151 0.99779282]	[1.73397938 4.96209807]
[0.62094743 0.1029275 ]	[0.42459811 1.86712687]
[0.88826898 0.22217301]	[2.7971052  3.86210994]
[0.49209718 0.13449373]	[1.51000686 2.91915749]
[0.64733229 0.55887153]	[1.07592079 4.498066  ]
[0.88598285 0.12208623]	[0.55474496 1.33519725]
[0.25154449 0.68701802]	[1.36747226 4.40619947]
[0.48685401 0.31438994]	[0.67614545 1.7581833 ]
[0.48889456 0.03356173]	[0.50698313 0.09141917]
[0.14223183 0.1836596 ]	[0.01448302 5.65734422]
[0.71010446 0.52418153]	[0.01473081 4.78270035]
[0.58382081 0.68823335]	[2.26932546 3.29516337]
[0.19923929 0.12507721]	[-0.61635849  1.54859006]
[0.33084931 0.32230757]	[-0.0217306   0.78835208]
[0.87932565 0.09856131]	[-0.20679509  3.43188643]
[0.43976249 0.62148773]	[1.98504936 2.296732  ]
[0.5023334  0.49887398]	[1.92395747 3.73172565]
[0.62583085 0.71591796]	[2.31887637 5.21765179]
[0.02663461 0.04104387]	[-0.83202992  0.39046608]
[0.33278079 0.80889131]	[1.76391994 3.72364   ]
[0.17120357 0.28588939]	[2.44905368 2.38783541]
[0.60717061 0.87830198]	[1.37232312 6.82950683]
[0.31653414 0.41404358]	[0.51550688 3.22805725]
[0.99836752 0.13115038]	[0.10500144 3.16318272]
[0.57742755 0.49747228]	[2.97173344 4.21147899]
[0.90888382 0.60950834]	[1.40841646 5.4347886 ]
[0.05608367 0.51192423]	[1.32838207 1.86102736]
[0.45852487 0.94175522]	[0.78198083 3.57469443]
[0.2185536  0.18739358]	[1.64388719 1.9558083 ]
[0.53482487 0.67165349]	[3.1088667  2.93212403]
[0.86561323 0.24397965]	[1.98678272 3.1100655 ]
[0.40773223 0.48498198]	[2.01942041 3.49855239]
[0.83236926 0.32968352]	[1.67542522 3.14732509]
[0.87079924 0.83740615]	[2.92373398 6.44610702]
[0.2639207  0.71900697]	[1.38878854 3.17511016]
[0.19078842 0.64575837]	[0.95795464 1.58017537]
[0.13592497 0.47588685]	[0.96587899 3.30257746]
[0.69764968 0.5480377 ]	[1.28075063 2.83370335]
[0.49715828 0.43349906]	[0.59797805 3.77957332]
[0.45512111 0.01228348]	[1.51472449 2.2148335 ]
[0.23412143 0.09645396]	[0.46755159 1.59191365]
[0.30650066 0.62478135]	[0.24686341 3.39962154]
[0.38159662 0.54576613]	[0.80022126 1.29007832]
[0.64627546 0.01221921]	[-0.09612444  2.65391305]
[0.07851454 0.98436727]	[1.41074248 4.72143018]
[0.57694452 0.52432542]	[1.35115969 5.78138025]
[0.28631126 0.91759251]	[2.55538615 5.92228508]
[0.39911582 0.45179558]	[-0.32049011  3.20104194]
[0.08372975 0.6509398 ]	[2.11924792 4.48168673]
[0.68247179 0.24145525]	[1.43701912 5.89984098]
[0.37024231 0.24349482]	[1.91124323 1.08589847]
[0.34221653 0.21700189]	[0.95826545 2.2238009 ]
[0.56179671 0.7134484 ]	[1.26775064 6.07840894]
[0.17716288 0.07198306]	[0.70528135 1.08164055]
[0.4961963  0.12254511]	[2.4968693  1.75895236]
[0.03703742 0.25732439]	[0.93174167 0.19393004]
[0.92102316 0.11552966]	[0.77141767 2.31840057]
[0.71774696 0.71549179]	[3.69793498 4.35064554]
[0.66427503 0.05821766]	[-0.04393445  2.9245647 ]
[0.01955009 0.68981922]	[1.71491055 3.97774734]
[0.99211234 0.95064105]	[2.54672045 7.68983112]
[0.39792708 0.48580633]	[1.59859731 4.46089744]
[0.80847439 0.25361981]	[1.45176495 3.58014265]
[0.9338575  0.60171081]	[3.27020317 4.6250642 ]
[0.47052021 0.88651856]	[1.47909872 5.41581567]
[0.03163425 0.68586058]	[1.07917321 3.91052984]
[0.46820964 0.48381386]	[0.97072267 3.76401733]
[0.30486104 0.9931705 ]	[2.56832029 3.07293587]
[0.14384028 0.62211038]	[1.2487583  2.17120777]
[0.47446947 0.65945905]	[2.72997586 4.7582095 ]
[0.59813605 0.48865842]	[0.41551761 3.24158544]
[0.87704446 0.10836805]	[2.7801933  3.12551789]
[0.00676453 0.35156532]	[ 0.27776757 -0.02661982]
[0.99730905 0.68952785]	[2.27604929 5.53523937]
[0.15112677 0.77044647]	[2.41816146 3.53463844]
[0.31852065 0.16693239]	[1.0284667  0.64871834]
[0.6784557 0.9617537]	[4.1298781  5.95432614]
[0.27576165 0.86718947]	[3.59179971 3.76703118]
[0.69890056 0.25393082]	[1.89282304 2.55819262]
[0.55335886 0.67147994]	[0.02056814 6.35095219]
[0.98351885 0.25063663]	[0.4481902  6.15663977]
[0.86806197 0.3241944 ]	[2.07057326 5.16396838]
[0.02225272 0.44256653]	[2.3327117  2.25637218]
[0.35586403 0.96582302]	[1.4832733  4.11056641]
[0.86184827 0.8401419 ]	[3.24751172 5.6257582 ]
[0.87954368 0.76148795]	[1.94338105 6.68302622]
[0.38858325 0.06968192]	[1.25595466 1.88141694]
[0.52228694 0.7924175 ]	[1.62665425 5.8653279 ]
[0.17786381 0.81682483]	[2.59561402 3.71619111]
[0.71206957 0.0686518 ]	[-0.07268879  2.5501658 ]
[0.78081604 0.08795144]	[2.52738387 2.91285342]
[0.02314393 0.37391429]	[1.74946127 0.02334768]
[0.41875283 0.96243347]	[3.28222608 5.52862673]
[0.70235888 0.60577741]	[2.02777344 4.19551132]
[0.88495462 0.99732889]	[4.16233418 5.33382953]
[0.97101967 0.7959355 ]	[4.26260711 7.32494654]
[0.25524132 0.81509602]	[1.76200384 4.8754774 ]
[0.7136706  0.28187688]	[-0.65794943  4.74367001]
[0.30926223 0.8057036 ]	[2.69944851 4.19627743]
[0.15232903 0.94330266]	[1.9257429  2.27154619]
[0.61940541 0.70584718]	[2.34911747 4.31481436]
[0.05440896 0.24513761]	[ 3.97646219e+00 -2.49631444e-03]
[0.36212454 0.99212944]	[0.53885039 3.54262111]
[0.3508725  0.36950152]	[-1.42026947  1.44645582]
[0.52214672 0.2043375 ]	[0.873895   4.04973052]
[0.34083584 0.46969892]	[0.77199892 2.75452401]
[0.88154132 0.1142725 ]	[1.9310448  4.37180705]
[0.73568856 0.41635496]	[1.89735597 3.6760812 ]
[0.45465357 0.94707947]	[2.0008566  4.55287173]
[0.85126794 0.09352344]	[2.68370891 0.9919074 ]
[0.62673514 0.57937687]	[1.05333184 2.81774241]
[0.38556495 0.49351433]	[0.97682529 2.9710674 ]
[0.16928404 0.45552299]	[2.479806   1.88702603]
[0.29564925 0.8501878 ]	[1.7403928  4.08589997]
[0.97526717 0.54685972]	[1.61080946 5.12467218]
[0.33091763 0.71742433]	[1.2503616  3.33555962]
[0.21590373 0.25062615]	[1.48362483 2.28667779]
[0.32368792 0.5249989 ]	[0.99523335 4.68895999]
[0.1758223  0.99452919]	[3.22089627 5.95095958]
[0.03776837 0.17083643]	[ 0.00074501 -0.73285441]
[0.65982373 0.32673173]	[-0.0492821   3.70624608]
[0.30631465 0.2132905 ]	[-0.50061174  1.89524853]
[0.20324178 0.84982882]	[0.9074243  4.87074691]
[0.87215071 0.35360318]	[1.9965022  3.01997351]
[0.4106853  0.42225171]	[4.06035129 3.2177078 ]
[0.55527671 0.29825856]	[0.2250887 3.7364844]
[0.10320443 0.51214869]	[0.88757244 2.21089693]
[0.85688495 0.85854693]	[1.52261424 6.71776942]
[0.70452023 0.33684938]	[0.58343503 3.25579944]
[0.99569402 0.93825826]	[2.45897795 6.07814425]
[0.97466962 0.52052487]	[2.81342467 3.81223791]
[0.08545148 0.07606449]	[0.48166537 0.4196962 ]
[0.09692059 0.43135834]	[-0.47349525  0.45318541]
[0.78031014 0.22092607]	[1.94061751 1.39923808]
[0.27745963 0.65793139]	[2.21183563 3.57775777]
[0.44764594 0.10490415]	[0.8510661  3.84431666]
[0.95978625 0.03213276]	[1.33728044 2.38788917]
[0.20267749 0.36191674]	[1.48258232 2.42930801]
[0.67650988 0.46784296]	[1.37912588 2.93370048]
[0.39827156 0.12861536]	[1.1458436  0.82480495]
[0.48622203 0.18740796]	[0.41967789 3.21309143]
[0.95044161 0.91894538]	[2.41515687 6.47609603]
[0.56650467 0.51756906]	[-0.5154609   3.65137082]
[0.83453748 0.85449907]	[0.89048511 6.5681943 ]
[0.59775298 0.1574881 ]	[2.02131505 2.25887984]
[0.5986773  0.89504886]	[1.90654525 5.97013128]
[0.97558648 0.85626283]	[2.44279084 7.46498861]
[0.9622996  0.11320987]	[1.83887929 4.39368128]
[0.30420254 0.90138813]	[2.63061221 4.67721852]
[0.11869875 0.82481564]	[1.30873265 3.44983813]
[0.48406415 0.92012697]	[3.19083508 4.8736007 ]
[0.39042335 0.73574609]	[1.89145087 3.84741652]
[0.06341071 0.15923545]	[-0.02651485 -0.51891365]
[0.80174415 0.35253841]	[0.79695242 3.31526063]
[0.35799458 0.41047415]	[2.5209977  3.43787311]
[0.16382148 0.45013163]	[1.13893645 4.32735429]
[0.84667342 0.77453178]	[2.37730947 6.23742303]
[0.98788362 0.83788234]	[2.04461893 6.85021837]
[0.51614282 0.91131751]	[2.76807957 5.49796339]
[0.80909924 0.92570305]	[2.63424074 7.52515108]
[0.89998717 0.39076357]	[0.55291743 5.46728704]
[0.45086513 0.01656909]	[-0.40891809  1.41365687]
[0.08327762 0.22002987]	[-0.39085837  2.80961696]
[0.58100756 0.00585417]	[0.39913724 3.28337066]
[0.93497848 0.85167337]	[3.94203525 6.82079748]
[0.46789069 0.75999432]	[1.44373157 4.56794863]
[0.68182976 0.57701974]	[3.10673207 5.83252448]
[0.65599525 0.39342202]	[1.62410805 3.31659037]
[0.48748972 0.09467305]	[1.74946852 1.5108148 ]
[0.32898502 0.55184115]	[1.50366863 1.94001694]
[0.63619169 0.94656216]	[1.29026923 6.67363874]
[0.72893998 0.90854429]	[1.85852189 5.32200854]
[0.9361077  0.50286132]	[0.03875817 6.54633928]
[0.38564091 0.89300024]	[0.91857449 6.1252856 ]
[0.81096466 0.21315115]	[3.63697143 1.82701194]
[0.34948347 0.09574746]	[0.15598095 0.00349624]
[0.00167023 0.02469507]	[-0.54648584 -0.09097181]
[0.94027068 0.39338707]	[2.00001535 5.34119912]
[0.74168298 0.2837146 ]	[2.4134918  3.30615175]
[0.73627761 0.00607197]	[-0.69004893  3.15823044]
[0.91445928 0.0270633 ]	[-0.4470293   4.61345126]
[0.13193993 0.31771421]	[1.92525401 2.41153228]
